district;school;growthstatus;pctpassingeogtests;pctfreereduced;hasstringsprogram;schoolscore;grade
Cumberland County Schools;Westover Middle;Met;38.1;75.2;0;47;D
Guilford County Schools;Middle College GTCC High Point;Met;57.3;51.2;0;77;B
Guilford County Schools;Murphey Traditional Academy;Met;40.2;87.9;0;48;D
Guilford County Schools;Mendenhall Middle;Exceeded;55.5;51.5;0;61;C
Carteret County Public Schools;Bogue Sound Elementary;NotMet;59.4;54.5;0;61;C
Granville County Schools;Granville Central High;Exceeded;41.7;52.7;0;65;C
Currituck County Schools;Shawboro Elementary School;Met;63.3;41.3;0;66;C
Buncombe County Schools;Eblen Intermediate;NotMet;48.0;74.4;0;51;D
Buncombe County Schools;Black Mountain Primary;Met;69.8;53.4;0;72;B
Union County Public Schools;Shiloh Elementary;Met;79.8;42.2;0;79;B
Buncombe County Schools;Estes Elementary;NotMet;70.0;51.2;0;68;C
Burke County Schools;Heritage Middle;Exceeded;62.4;53.3;0;69;C
McDowell County Schools;McDowell High;NotMet;44.2;51.0;0;60;C
Burke County Schools;Freedom High;NotMet;49.3;57.2;0;61;C
Charlotte-Mecklenburg Schools;Shamrock Gardens Elementary;Exceeded;41.6;77.6;0;51;D
Charlotte-Mecklenburg Schools;Highland Mill Montessori;Exceeded;69.4;33.5;0;74;B
Charlotte-Mecklenburg Schools;Morehead STEM Academy;Met;71.5;59.0;0;72;B
Charlotte-Mecklenburg Schools;Elon Park Elementary;Met;84.4;7.0;0;83;B
Charlotte-Mecklenburg Schools;East Mecklenburg High;Met;60.2;61.1;0;71;B
Charlotte-Mecklenburg Schools;Mint Hill Middle;NotMet;64.9;46.2;0;63;C
Charter Schools;Exploris Middle School;Exceeded;90.4;7.0;0;91;A
Cumberland County Schools;South View High;Met;44.9;54.8;0;62;C
Edenton-Chowan Schools;Chowan Middle;NotMet;46.7;64.8;0;51;D
Charlotte-Mecklenburg Schools;Devonshire Elementary;Met;42.8;;0;51;D
Guilford County Schools;Pleasant Garden Elementary;Exceeded;66.0;49.1;0;70;B
Chatham County Schools;Jordan Matthews High;Exceeded;50.4;67.7;0;67;C
Henderson County Schools;Fletcher Elementary;NotMet;66.2;43.2;0;65;C
Cherokee County Schools;Peachtree Elementary;Met;59.1;71.6;0;64;C
Chatham County Schools;Northwood High;Exceeded;69.0;27.8;0;79;B
Chatham County Schools;Chatham Middle;Exceeded;36.0;88.6;0;47;D
Cherokee County Schools;Murphy Elementary;Met;60.9;61.3;0;65;C
Chatham County Schools;Silk Hope School;Met;66.8;40.4;0;70;B
Charlotte-Mecklenburg Schools;Northwest School of the Arts;Exceeded;69.1;42.0;0;77;B
Charlotte-Mecklenburg Schools;Torrence Creek Elementary;Exceeded;73.4;22.3;0;77;B
Cumberland County Schools;C Wayne Collier Elementary;Exceeded;51.0;63.1;0;58;C
Charlotte-Mecklenburg Schools;Walter G Byers School;Exceeded;29.7;93.0;0;41;D
Charlotte-Mecklenburg Schools;Northridge Middle;Exceeded;44.0;82.3;0;53;D
Charlotte-Mecklenburg Schools;Rocky River High;Exceeded;47.8;68.3;0;67;C
Charlotte-Mecklenburg Schools;River Gate Elementary;Met;62.3;40.4;0;66;C
Charter Schools;Aristotle Preparatory Academy;Met;44.4;73.6;0;50;D
Charter Schools;Bethel Hill Charter;Met;60.3;36.1;0;63;C
Charter Schools;Bridges Academy;Met;57.5;64.4;0;61;C
Cleveland County Schools;Springmore Elementary;Exceeded;70.3;51.1;0;75;B
Cleveland County Schools;Kings Mountain Intermediate;Met;64.4;61.6;0;66;C
Union County Public Schools;Prospect Elementary;NotMet;53.8;48.7;0;56;C
Rowan-Salisbury Schools;North Rowan Middle;Exceeded;36.6;79.8;0;48;D
Cleveland County Schools;Washington Elementary;Met;58.8;82.7;0;61;C
Union County Public Schools;Sardis Elementary;Met;67.1;58.9;0;70;B
Cleveland County Schools;Graham Elementary;Met;35.3;93.2;0;42;D
Cleveland County Schools;East Elementary;Met;75.3;75.7;0;77;B
Cleveland County Schools;Crest High;Met;58.9;48.1;0;70;B
Edgecombe County Public School;Edgecombe Early College High;Met;80.0;38.5;0;83;B
Edgecombe County Public School;West Edgecombe Middle;NotMet;29.7;80.2;0;36;F
Lexington City Schools;Pickett Elementary School;Exceeded;60.2;91.8;0;66;C
Durham Public Schools;WG Pearson Magnet Middle;Exceeded;39.7;81.0;0;51;D
Forsyth County Schools;Caleb's Creek Elementary;Met;66.9;35.2;0;70;B
Forsyth County Schools;Brunson Elementary;Exceeded;73.1;52.8;0;76;B
Durham Public Schools;Pearsontown Elementary;Met;75.3;31.8;0;76;B
Durham Public Schools;Oak Grove Elementary;Met;51.2;77.2;0;58;C
Pender County Schools;Cape Fear Middle;Met;45.3;68.9;0;53;D
Edgecombe County Public School;Coker-Wimberly Elementary;Met;24.4;;0;35;F
Granville County Schools;S Granville HS Of Health Life Sciences;Met;45.2;28.6;0;66;C
Gaston County Schools;W A Bess Elementary School;Exceeded;73.0;34.3;0;78;B
Rockingham County Schools;John M Morehead High;NotMet;37.3;56.9;0;53;D
Granville County Schools;Creedmoor Elementary;NotMet;32.8;68.7;0;38;F
Granville County Schools;G. C. Hawley Middle;NotMet;49.4;40.7;0;51;D
Gaston County Schools;John Chavis Middle School;Met;53.5;59.7;0;58;C
Granville County Schools;Butner-Stem Elementary;Met;47.1;68.8;0;55;C
Granville County Schools;Granville Magnet School;Met;16.3;58.9;0;30;F
Gates County Schools;Gatesville Elementary;Met;60.4;58.0;0;65;C
Gaston County Schools;Mount Holly Middle;Met;57.8;47.9;0;63;C
Randolph County Schools;Providence Grove High;Exceeded;56.0;40.4;0;74;B
Franklin County Schools;Franklin County Early College;Met;58.3;39.3;0;68;C
Forsyth County Schools;Rural Hall Elementary;Exceeded;55.6;50.7;0;63;C
Gaston County Schools;Brookside Elementary;NotMet;49.4;73.0;0;52;D
Gaston County Schools;Hawks Nest Intermediate;Met;63.4;38.4;0;66;C
Gaston County Schools;Cherryville Elementary;Met;61.5;65.2;0;65;C
Franklin County Schools;Cedar Creek Middle;Met;52.8;46.4;0;59;C
Franklin County Schools;Royal Elementary;Met;49.4;66.2;0;54;D
Franklin County Schools;Bunn High;Exceeded;51.5;54.0;0;69;C
Guilford County Schools;Hampton Elem Univ Partnership;Met;33.7;;0;43;D
Guilford County Schools;Summerfield Elementary;Exceeded;77.6;22.5;0;79;B
Guilford County Schools;Northern Guilford Elementary;Met;80.2;16.5;0;78;B
Guilford County Schools;Sedalia Elementary;NotMet;56.2;61.1;0;58;C
Guilford County Schools;Southwest Elementary;Met;77.8;21.3;0;79;B
Guilford County Schools;Page High;Exceeded;58.6;46.4;0;75;B
Guilford County Schools;Sedgefield Elementary;Exceeded;41.0;;0;50;D
Guilford County Schools;Triangle Lake Montessori Elem;Met;53.7;62.0;0;58;C
Charter Schools;Evergreen Community Charter;NotMet;75.8;38.8;0;72;B
Charter Schools;Carter Community Charter;Exceeded;41.0;87.5;0;51;D
Charter Schools;North East Carolina Prep;NotMet;26.3;43.2;0;31;F
McDowell County Schools;Glenwood Elementary;Met;59.0;61.3;0;63;C
Columbus County Schools;Williams Township;Met;50.6;65.6;0;57;C
Charter Schools;Community Charter School;NotMet;33.3;55.6;0;40;D
Charter Schools;Carter G Woodson School;Met;22.8;89.3;0;37;F
Charter Schools;Columbus Charter School;Met;61.7;41.8;0;64;C
Charter Schools;Forsyth Academy;Met;42.0;71.9;0;50;D
Currituck County Schools;Currituck County High;NotMet;49.2;30.4;0;61;C
Martin County Schools;Edna Andrews Elementary;Met;39.2;87.2;0;46;D
Charter Schools;Global Scholars Academy;Exceeded;44.4;85.2;0;54;D
Edgecombe County Public School;Tarboro High;Met;29.5;71.4;0;56;C
Charter Schools;Kestrel Heights School;NotMet;49.8;8.9;0;53;D
Durham Public Schools;Easley Elementary;Met;63.3;27.7;0;65;C
Charter Schools;Kennedy Charter;Exceeded;29.8;87.9;0;45;D
Charter Schools;Hope Elementary;NotMet;12.2;93.1;0;22;F
Charter Schools;New Dimensions;Met;55.5;28.4;0;58;C
Charter Schools;Mountain Island Charter;Exceeded;72.8;;0;75;B
Iredell-Statesville Schools;Collaborative College for Technology;Met;82.3;36.1;0;86;A
Columbus County Schools;Guideway Elementary;Exceeded;37.3;84.2;0;47;D
Columbus County Schools;Evergreen Elementary;NotMet;43.1;78.6;0;46;D
Columbus County Schools;Hallsboro Middle;Exceeded;46.0;72.1;0;55;C
Roanoke Rapids City Schools;Belmont Elementary;Met;44.7;79.2;0;52;D
Wake County Schools;Pleasant Union Elementary;Met;77.3;8.1;0;78;B
Columbus County Schools;Old Dock Elementary;Met;55.1;66.3;0;60;C
Columbus County Schools;East Columbus High;Met;40.8;60.3;0;62;C
Washington County Schools;Washington County Union;Exceeded;31.3;89.8;0;43;D
Rockingham County Schools;Stoneville Elementary;Exceeded;48.6;73.3;0;57;C
Macon County Schools;East Franklin Elementary;NotMet;58.1;78.1;0;59;C
Randolph County Schools;Ramseur Elementary;Exceeded;42.6;87.6;0;52;D
Mitchell County Schools;Deyton Elementary;Exceeded;62.9;62.2;0;69;C
Lincoln County Schools;Lincolnton Middle;Exceeded;52.2;72.1;0;60;C
Macon County Schools;Franklin High;Exceeded;57.0;59.7;0;74;B
Scotland County Schools;Carver Middle;NotMet;45.2;86.5;0;47;D
McDowell County Schools;Nebo Elementary;Met;57.8;65.6;0;63;C
Wake County Schools;Rolesville Middle;Met;59.3;36.3;0;63;C
Lenoir County Public Schools;Pink Hill Elementary;Exceeded;42.3;73.2;0;51;D
Lenoir County Public Schools;Southwood Elementary;Exceeded;54.2;70.4;0;61;C
Johnston County Schools;Wilson's Mills Elementary;Exceeded;58.4;73.5;0;67;C
Kannapolis City Schools;Fred L Wilson Elementary;Exceeded;46.5;82.8;0;55;C
Lenoir County Public Schools;Moss Hill Elementary;NotMet;55.7;70.4;0;58;C
Lee County Schools;Benjamin T Bullock Elem;Exceeded;53.2;77.2;0;60;C
Wake County Schools;Millbrook Elementary;Exceeded;55.9;65.9;0;62;C
Lincoln County Schools;Kiser Intermediate;NotMet;50.6;81.6;0;52;D
Lexington City Schools;Lexington Middle School;Met;37.4;86.8;0;46;D
Kannapolis City Schools;A L Brown High;NotMet;45.8;59.9;0;59;C
Iredell-Statesville Schools;Visual and Performing Arts Center;Met;70.1;32.8;0;79;B
Jackson County Schools;Blue Ridge Early College;NotMet;44.1;57.1;0;53;D
Iredell-Statesville Schools;Harmony Elementary;NotMet;52.1;69.6;0;55;C
Iredell-Statesville Schools;Northview School;Exceeded;88.5;28.0;0;89;A
Iredell-Statesville Schools;South Iredell High;NotMet;69.2;29.1;0;73;B
Surry County Schools;Cedar Ridge Elementary;Exceeded;60.5;71.4;0;67;C
Iredell-Statesville Schools;North Iredell Middle;Met;52.6;53.3;0;58;C
Jackson County Schools;Cullowhee Valley School;Met;55.1;59.0;0;61;C
Iredell-Statesville Schools;Lakeshore Middle;Met;66.7;30.6;0;69;C
Johnston County Schools;Benson Middle;Exceeded;46.8;65.4;0;55;C
Montgomery County Schools;Page Street Elementary;Exceeded;56.7;62.5;0;62;C
Montgomery County Schools;East Montgomery High;Exceeded;53.0;68.5;0;72;B
Montgomery County Schools;West Montgomery High;NotMet;36.0;59.5;0;56;C
Moore County Schools;Highfalls Elementary;Exceeded;64.6;42.1;0;69;C
Mount Airy City Schools;Jones Elementary;Exceeded;62.4;66.7;0;69;C
Moore County Schools;Vass-Lakeview Elementary;Met;59.1;55.7;0;64;C
Moore County Schools;Pinehurst Elementary;Met;83.4;15.0;0;83;B
Mount Airy City Schools;Mount Airy Middle;Met;61.0;55.8;0;63;C
Moore County Schools;Pinecrest High;NotMet;60.2;32.3;0;69;C
Nash-Rocky Mount Schools;Baskerville Elementary;NotMet;40.2;;0;46;D
Polk County Schools;Polk Central Elementary School;Met;68.4;73.1;0;70;B
Pitt County Schools;Sam D Bundy Elementary;NotMet;44.4;67.9;0;47;D
Pitt County Schools;Wahl Coates Elementary;Met;48.5;75.1;0;53;D
Transylvania County Schools;Rosman Middle;Met;56.6;64.3;0;60;C
Pitt County Schools;Eastern Elementary;Met;48.2;69.5;0;53;D
Pitt County Schools;Stokes;Met;53.8;60.6;0;60;C
Robeson County Schools;PSRC Early College at RCC;Exceeded;78.2;67.0;0;86;A
Rockingham County Schools;Dalton McMichael High;Exceeded;53.7;51.4;0;69;C
Roanoke Rapids City Schools;Roanoke Rapids High;NotMet;50.9;45.1;0;63;C
Robeson County Schools;Lumberton Junior High;NotMet;36.6;78.5;0;40;D
Robeson County Schools;Parkton Elementary;Exceeded;43.5;76.9;0;53;D
Robeson County Schools;Piney Grove Elementary;Met;40.5;79.9;0;48;D
Robeson County Schools;Green Grove Elementary;Met;41.1;76.4;0;47;D
Swain County Schools;Swain County High;NotMet;44.0;56.0;0;58;C
Robeson County Schools;Orrum Middle;NotMet;33.6;81.7;0;39;F
Robeson County Schools;Fairmont High;Met;41.2;81.0;0;59;C
Scotland County Schools;Washington Park Elementary;NotMet;49.0;73.4;0;51;D
Sampson County Schools;Roseboro Elementary;Exceeded;56.8;68.3;0;63;C
Scotland County Schools;South Scotland Elementary;Met;62.5;68.4;0;66;C
Scotland County Schools;Sycamore Lane Middle;NotMet;42.5;76.8;0;46;D
Stanly County Schools;Stanly Early College High;Met;83.2;52.7;0;88;A
Rowan-Salisbury Schools;Corriher Lipe Middle;Met;42.1;63.7;0;50;D
Rowan-Salisbury Schools;Cleveland Elementary;Met;57.4;58.2;0;62;C
Stokes County Schools;King Elementary;Exceeded;64.8;61.0;0;70;B
Rowan-Salisbury Schools;Overton Elementary;Met;44.6;77.6;0;50;D
Sampson County Schools;Midway High;Met;60.7;47.8;0;73;B
Union County Public Schools;Central Academy of Technology & Arts;Exceeded;92.0;24.0;0;93;A
Union County Public Schools;Fairview Elementary;Exceeded;71.8;29.6;0;76;B
Union County Public Schools;Cuthbertson Middle;Exceeded;84.2;11.0;0;86;A
Stokes County Schools;Mount Olive Elementary;Exceeded;65.8;45.6;0;70;B
Swain County Schools;Swain Co East Elementary;Exceeded;53.6;66.4;0;61;C
Union County Public Schools;Monroe Middle;Exceeded;39.0;89.7;0;50;D
Union County Public Schools;Antioch Elementary;Met;83.2;11.3;0;83;B
Surry County Schools;Franklin Elementary;Exceeded;69.5;72.8;0;73;B
Surry County Schools;Westfield Elementary;Met;67.8;66.0;0;71;B
Union County Public Schools;East Elementary;Met;31.0;;0;40;D
Union County Public Schools;Weddington Elementary;Met;93.7;7.0;0;91;A
Vance County Schools;E M Rollins Elementary;NotMet;27.8;91.0;0;34;F
Wake County Schools;Baileywick Road Elementary;Met;58.9;47.3;0;62;C
Vance County Schools;Eaton-Johnson Middle;NotMet;31.2;85.2;0;36;F
Union County Public Schools;Sun Valley High;Met;64.9;35.1;0;75;B
Wake County Schools;Baucom Elementary;Exceeded;78.4;16.1;0;80;B
Vance County Schools;Southern Vance High;NotMet;31.3;81.8;0;50;D
Wake County Schools;Ballentine Elementary;Met;65.5;32.9;0;67;C
Vance County Schools;Aycock Elementary;Met;62.9;85.1;0;67;C
Wake County Schools;Apex Middle;Exceeded;80.6;19.5;0;83;B
Wake County Schools;Moore Square Museum Magnet Middle;Met;45.0;53.2;1;53;D
Wilkes County Schools;C B Eller Elementary;Exceeded;54.5;65.9;0;61;C
Wake County Schools;Leesville Road High;Exceeded;75.6;19.3;1;85;A
Wake County Schools;Middle Creek High;Exceeded;74.5;27.1;0;83;B
Wake County Schools;East Garner Middle;NotMet;44.7;62.4;1;48;D
Wake County Schools;Reedy Creek Middle;NotMet;55.9;48.8;0;56;C
Wake County Schools;Jones Dairy Elementary;Met;86.4;14.5;0;86;A
Wake County Schools;Salem Elementary;Met;76.0;23.7;0;76;B
Wake County Schools;Root Elementary;Met;69.7;25.5;0;70;B
Wake County Schools;Wakefield Middle;Met;67.5;27.1;1;69;C
Wilson County Schools;John W Jones Elementary;Exceeded;49.6;58.7;0;57;C
Yadkin County Schools;Fall Creek Elementary;Exceeded;57.5;50.0;0;64;C
Wilson County Schools;New Hope Elementary;NotMet;69.3;36.7;0;67;C
Yadkin County Schools;West Yadkin Elementary;Met;55.4;69.7;0;60;C
Wilson County Schools;Springfield Middle;NotMet;50.8;60.7;0;52;D
Yancey County Schools;Burnsville Elementary;Met;54.4;67.2;0;60;C
Wilson County Schools;Vick Elementary;Met;29.4;;0;38;F
Wayne County Public Schools;Eastern Wayne Elementary;NotMet;35.5;73.3;0;40;D
Wayne County Public Schools;Mount Olive Middle;Exceeded;42.6;71.0;0;53;D
Watauga County Schools;Blowing Rock Elementary;Exceeded;82.5;21.2;0;84;B
Washington County Schools;Creswell Elementary;NotMet;44.7;74.8;0;48;D
Wilkes County Schools;Mulberry Elementary;Exceeded;57.3;79.4;0;64;C
Wake County Schools;Wake NCSU STEM ECHS;Exceeded;89.5;37.2;0;89;A
Wilson County Schools;B O Barnes Elementary;Met;32.0;94.5;0;42;D
Wake County Schools;Turner Creek Elementary;Met;80.0;12.4;0;81;B
Washington County Schools;Plymouth High;Met;28.1;80.3;0;57;C
Wake County Schools;Stough Elementary;Met;54.7;48.3;0;60;C
